Mayad	mayad	may	yad	BOS	guid	ADJ
.	.	.	.	sapatos	EOS	PUNCT

Sakay	sakay	sak	kay	BOS	ang	VERB
ang	ang	ang	ang	Sakay	bata	DET
bata	bata	bat	ata	ang	.	NOUN
.	.	.	.	bata	EOS	PUNCT

Gwapa	gwapa	gwa	apa	BOS	si	ADJ
si	si	si	si	Gwapa	Inday	DET
Inday	inday	ind	day	si	.	PROPN
.	.	.	.	Inday	EOS	PUNCT

Tulog	tulog	tul	log	BOS	ang	VERB
ang	ang	ang	ang	Tulog	makina	DET
makina	makina	mak	ina	ang	.	NOUN
.	.	.	.	makina	EOS	PUNCT

Lay-o	lay-o	lay	y-o	BOS	ang	ADJ
ang	ang	ang	ang	Lay-o	banwa	DET
banwa	banwa	ban	nwa	ang	.	NOUN
.	.	.	.	banwa	EOS	PUNCT

Kaon	kaon	kao	aon	BOS	ang	VERB
ang	ang	ang	ang	Kaon	manok	DET
manok	manok	man	nok	ang	.	NOUN
.	.	.	.	manok	EOS	PUNCT

Baho	baho	bah	aho	BOS	ang	ADJ
ang	ang	ang	ang	Baho	basura	DET
basura	basura	bas	ura	ang	.	NOUN
.	.	.	.	basura	EOS	PUNCT

Pungko	pungko	pun	gko	BOS	ang	VERB
ang	ang	ang	ang	Pungko	bata	DET
bata	bata	bat	ata	ang	.	NOUN
.	.	.	.	bata	EOS	PUNCT

Daan	daan	daa	aan	BOS	ang	ADJ
ang	ang	ang	ang	Daan	balay	DET
balay	balay	bal	lay	ang	.	NOUN
.	.	.	.	balay	EOS	PUNCT

Tindog	tindog	tin	dog	BOS	ang	VERB
ang	ang	ang	ang	Tindog	pulis	DET
pulis	pulis	pul	lis	ang	.	NOUN
.	.	.	.	pulis	EOS	PUNCT

Pula	pula	pul	ula	BOS	ang	ADJ
ang	ang	ang	ang	Pula	rosas	DET
rosas	rosas	ros	sas	ang	.	NOUN
.	.	.	.	rosas	EOS	PUNCT

Kita	kita	kit	ita	BOS	ang	VERB
ang	ang	ang	ang	Kita	bulan	DET
bulan	bulan	bul	lan	ang	.	NOUN
.	.	.	.	bulan	EOS	PUNCT

Hapit	hapit	hap	pit	BOS	si	VERB
si	si	si	si	Hapit	Tatay	DET
Tatay	tatay	tat	tay	si	.	PROPN
.	.	.	.	Tatay	EOS	PUNCT

Limpyo	limpyo	lim	pyo	BOS	ang	ADJ
ang	ang	ang	ang	Limpyo	salog	DET
salog	salog	sal	log	ang	.	NOUN
.	.	.	.	salog	EOS	PUNCT

Saka	saka	sak	aka	BOS	ang	VERB
ang	ang	ang	ang	Saka	kahoy	DET
kahoy	kahoy	kah	hoy	ang	.	NOUN
.	.	.	.	kahoy	EOS	PUNCT

Tugnaw	tugnaw	tug	naw	BOS	ang	ADJ
ang	ang	ang	ang	Tugnaw	hangin	DET
hangin	hangin	han	gin	ang	.	NOUN
.	.	.	.	hangin	EOS	PUNCT

Bakal	bakal	bak	kal	BOS	ang	VERB
ang	ang	ang	ang	Bakal	sud-an	DET
sud-an	sud-an	sud	-an	ang	.	NOUN
.	.	.	.	sud-an	EOS	PUNCT

Barato	barato	bar	ato	BOS	ang	ADJ
ang	ang	ang	ang	Barato	isda	DET
isda	isda	isd	sda	ang	.	NOUN
.	.	.	.	isda	EOS	PUNCT

Batid	batid	bat	tid	BOS	ang	VERB
ang	ang	ang	ang	Batid	leksyon	DET
leksyon	leksyon	lek	yon	ang	.	NOUN
.	.	.	.	leksyon	EOS	PUNCT

Dalum	dalum	dal	lum	BOS	ang	ADJ
ang	ang	ang	ang	Dalum	suba	DET
suba	suba	sub	uba	ang	.	NOUN
.	.	.	.	suba	EOS	PUNCT

Langoy	langoy	lan	goy	BOS	ang	VERB
ang	ang	ang	ang	Langoy	isda	DET
isda	isda	isd	sda	ang	.	NOUN
.	.	.	.	isda	EOS	PUNCT

Hubag	hubag	hub	bag	BOS	ang	ADJ
ang	ang	ang	ang	Hubag	tiil	DET
tiil	tiil	tii	iil	ang	.	NOUN
.	.	.	.	tiil	EOS	PUNCT

Dala	dala	dal	ala	BOS	ang	VERB
ang	ang	ang	ang	Dala	bag	DET
bag	bag	bag	bag	ang	.	NOUN
.	.	.	.	bag	EOS	PUNCT

Sakit	sakit	sak	kit	BOS	ang	ADJ
ang	ang	ang	ang	Sakit	ulo	DET
ulo	ulo	ulo	ulo	ang	.	NOUN
.	.	.	.	ulo	EOS	PUNCT

Tawa	tawa	taw	awa	BOS	ang	VERB
ang	ang	ang	ang	Tawa	bata	DET
bata	bata	bat	ata	ang	.	NOUN
.	.	.	.	bata	EOS	PUNCT

Mabug-at	mabug-at	mab	-at	BOS	ang	ADJ
ang	ang	ang	ang	Mabug-at	lulan	DET
lulan	lulan	lul	lan	ang	.	NOUN
.	.	.	.	lulan	EOS	PUNCT

Hugas	hugas	hug	gas	BOS	ang	VERB
ang	ang	ang	ang	Hugas	pinggan	DET
pinggan	pinggan	pin	gan	ang	.	NOUN
.	.	.	.	pinggan	EOS	PUNCT

Kusog	kusog	kus	sog	BOS	ang	ADJ
ang	ang	ang	ang	Kusog	ulan	DET
ulan	ulan	ula	lan	ang	.	NOUN
.	.	.	.	ulan	EOS	PUNCT

Bukad	bukad	buk	kad	BOS	ang	VERB
ang	ang	ang	ang	Bukad	bulak	DET
bulak	bulak	bul	lak	ang	.	NOUN
.	.	.	.	bulak	EOS	PUNCT

Maitum	maitum	mai	tum	BOS	ang	ADJ
ang	ang	ang	ang	Maitum	buhok	DET
buhok	buhok	buh	hok	ang	.	NOUN
.	.	.	.	buhok	EOS	PUNCT

Hatag	hatag	hat	tag	BOS	ang	VERB
ang	ang	ang	ang	Hatag	regalo	DET
regalo	regalo	reg	alo	ang	.	NOUN
.	.	.	.	regalo	EOS	PUNCT

Tam-is	tam-is	tam	-is	BOS	ang	ADJ
ang	ang	ang	ang	Tam-is	saging	DET
saging	saging	sag	ing	ang	.	NOUN
.	.	.	.	saging	EOS	PUNCT

Agi	agi	agi	agi	BOS	ang	VERB
ang	ang	ang	ang	Agi	bus	DET
bus	bus	bus	bus	ang	.	NOUN
.	.	.	.	bus	EOS	PUNCT

Matinlo	matinlo	mat	nlo	BOS	ang	ADJ
ang	ang	ang	ang	Matinlo	kwarto	DET
kwarto	kwarto	kwa	rto	ang	.	NOUN
.	.	.	.	kwarto	EOS	PUNCT

Tahi	tahi	tah	ahi	BOS	si	VERB
si	si	si	si	Tahi	Lola	DET
Lola	lola	lol	ola	si	.	PROPN
.	.	.	.	Lola	EOS	PUNCT

Malaba	malaba	mal	aba	BOS	ang	ADJ
ang	ang	ang	ang	Malaba	dalans	DET
dalans	dalans	dal	ans	ang	.	NOUN
.	.	.	.	dalans	EOS	PUNCT

Tudlo	tudlo	tud	dlo	BOS	ang	VERB
ang	ang	ang	ang	Tudlo	maestra	DET
maestra	maestra	mae	tra	ang	.	NOUN
.	.	.	.	maestra	EOS	PUNCT

Maputi	maputi	map	uti	BOS	ang	ADJ
ang	ang	ang	ang	Maputi	papel	DET
papel	papel	pap	pel	ang	.	NOUN
.	.	.	.	papel	EOS	PUNCT

Baligya	baligya	bal	gya	BOS	ang	VERB
ang	ang	ang	ang	Baligya	utan	DET
utan	utan	uta	tan	ang	.	NOUN
.	.	.	.	utan	EOS	PUNCT

Magamay	magamay	mag	may	BOS	ang	ADJ
ang	ang	ang	ang	Magamay	balay	DET
balay	balay	bal	lay	ang	.	NOUN
.	.	.	.	balay	EOS	PUNCT

Lantaw	lantaw	lan	taw	BOS	ang	VERB
ang	ang	ang	ang	Lantaw	sine	DET
sine	sine	sin	ine	ang	.	NOUN
.	.	.	.	sine	EOS	PUNCT

Mahumok	mahumok	mah	mok	BOS	ang	ADJ
ang	ang	ang	ang	Mahumok	kama	DET
kama	kama	kam	ama	ang	.	NOUN
.	.	.	.	kama	EOS	PUNCT

Sira	sira	sir	ira	BOS	ang	VERB
ang	ang	ang	ang	Sira	pultahan	DET
pultahan	pultahan	pul	han	ang	.	NOUN
.	.	.	.	pultahan	EOS	PUNCT

Mapula	mapula	map	ula	BOS	ang	ADJ
ang	ang	ang	ang	Mapula	ngabil	DET
ngabil	ngabil	nga	bil	ang	.	NOUN
.	.	.	.	ngabil	EOS	PUNCT

Kaon	kaon	kao	aon	BOS	ang	VERB
ang	ang	ang	ang	Kaon	bata	DET
bata	bata	bat	ata	ang	.	NOUN
.	.	.	.	bata	EOS	PUNCT

Dako	dako	dak	ako	BOS	ang	ADJ
ang	ang	ang	ang	Dako	adlaw	DET
adlaw	adlaw	adl	law	ang	.	NOUN
.	.	.	.	adlaw	EOS	PUNCT

Bayaw	bayaw	bay	yaw	BOS	ang	VERB
ang	ang	ang	ang	Bayaw	kamot	DET
kamot	kamot	kam	mot	ang	.	NOUN
.	.	.	.	kamot	EOS	PUNCT

Mabaho	mabaho	mab	aho	BOS	ang	ADJ
ang	ang	ang	ang	Mabaho	kanal	DET
kanal	kanal	kan	nal	ang	.	NOUN
.	.	.	.	kanal	EOS	PUNCT

Kutkot	kutkot	kut	kot	BOS	ang	VERB
ang	ang	ang	ang	Kutkot	buho	DET
buho	buho	buh	uho	ang	.	NOUN
.	.	.	.	buho	EOS	PUNCT

Daan	daan	daa	aan	BOS	ang	ADJ
ang	ang	ang	ang	Daan	sinina	DET
sinina	sinina	sin	ina	ang	.	NOUN
.	.	.	.	sinina	EOS	PUNCT

Abot	abot	abo	bot	BOS	si	VERB
si	si	si	si	Abot	Manong	DET
Manong	manong	man	ong	si	.	PROPN
.	.	.	.	Manong	EOS	PUNCT

Mataas	mataas	mat	aas	BOS	ang	ADJ
ang	ang	ang	ang	Mataas	bukid	DET
bukid	bukid	buk	kid	ang	.	NOUN
.	.	.	.	bukid	EOS	PUNCT

Salud	salud	sal	lud	BOS	ang	VERB
ang	ang	ang	ang	Salud	ulan	DET
ulan	ulan	ula	lan	ang	.	NOUN
.	.	.	.	ulan	EOS	PUNCT

Hulas	hulas	hul	las	BOS	ang	ADJ
ang	ang	ang	ang	Hulas	lawas	DET
lawas	lawas	law	was	ang	.	NOUN
.	.	.	.	lawas	EOS	PUNCT

Hakwat	hakwat	hak	wat	BOS	ang	VERB
ang	ang	ang	ang	Hakwat	balde	DET
balde	balde	bal	lde	ang	.	NOUN
.	.	.	.	balde	EOS	PUNCT

Pait	pait	pai	ait	BOS	ang	ADJ
ang	ang	ang	ang	Pait	kape	DET
kape	kape	kap	ape	ang	.	NOUN
.	.	.	.	kape	EOS	PUNCT

Tabok	tabok	tab	bok	BOS	ang	VERB
ang	ang	ang	ang	Tabok	bata	DET
bata	bata	bat	ata	ang	.	NOUN
.	.	.	.	bata	EOS	PUNCT

Mabugnaw	mabugnaw	mab	naw	BOS	ang	ADJ
ang	ang	ang	ang	Mabugnaw	tubig	DET
tubig	tubig	tub	big	ang	.	NOUN
.	.	.	.	tubig	EOS	PUNCT

Hambal	hambal	ham	bal	BOS	si	VERB
si	si	si	si	Hambal	Toto	DET
Toto	toto	tot	oto	si	.	PROPN
.	.	.	.	Toto	EOS	PUNCT

Buang	buang	bua	ang	BOS	ang	ADJ
ang	ang	ang	ang	Buang	ido	DET
ido	ido	ido	ido	ang	.	NOUN
.	.	.	.	ido	EOS	PUNCT

Lupad	lupad	lup	pad	BOS	ang	VERB
ang	ang	ang	ang	Lupad	pispis	DET
pispis	pispis	pis	pis	ang	.	NOUN
.	.	.	.	pispis	EOS	PUNCT

Matin-aw	matin-aw	mat	-aw	BOS	ang	ADJ
ang	ang	ang	ang	Matin-aw	tubig	DET
tubig	tubig	tub	big	ang	.	NOUN
.	.	.	.	tubig	EOS	PUNCT

Saka	saka	sak	aka	BOS	ang	VERB
ang	ang	ang	ang	Saka	hagdan	DET
hagdan	hagdan	hag	dan	ang	.	NOUN
.	.	.	.	hagdan	EOS	PUNCT

Maalam	maalam	maa	lam	BOS	ang	ADJ
ang	ang	ang	ang	Maalam	bata	DET
bata	bata	bat	ata	ang	.	NOUN
.	.	.	.	bata	EOS	PUNCT

Tulok	tulok	tul	lok	BOS	ang	VERB
ang	ang	ang	ang	Tulok	mata	DET
mata	mata	mat	ata	ang	.	NOUN
.	.	.	.	mata	EOS	PUNCT

Mabudlay	mabudlay	mab	lay	BOS	ang	ADJ
ang	ang	ang	ang	Mabudlay	obra	DET
obra	obra	obr	bra	ang	.	NOUN
.	.	.	.	obra	EOS	PUNCT

Tan-aw	tan-aw	tan	-aw	BOS	ang	VERB
ang	ang	ang	ang	Tan-aw	telebisyon	DET
telebisyon	telebisyon	tel	yon	ang	.	NOUN
.	.	.	.	telebisyon	EOS	PUNCT

Damo	damo	dam	amo	BOS	ang	ADJ
ang	ang	ang	ang	Damo	tawo	DET
tawo	tawo	taw	awo	ang	.	NOUN
.	.	.	.	tawo	EOS	PUNCT

Hulat	hulat	hul	lat	BOS	si	VERB
si	si	si	si	Hulat	Inday	DET
Inday	inday	ind	day	si	.	PROPN
.	.	.	.	Inday	EOS	PUNCT

Madasig	madasig	mad	sig	BOS	ang	ADJ
ang	ang	ang	ang	Madasig	kiring	DET
kiring	kiring	kir	ing	ang	.	NOUN
.	.	.	.	kiring	EOS	PUNCT

Halok	halok	hal	lok	BOS	si	VERB
si	si	si	si	Halok	Nanay	DET
Nanay	nanay	nan	nay	si	.	PROPN
.	.	.	.	Nanay	EOS	PUNCT

Maitom	maitom	mai	tom	BOS	ang	ADJ
ang	ang	ang	ang	Maitom	tinta	DET
tinta	tinta	tin	nta	ang	.	NOUN
.	.	.	.	tinta	EOS	PUNCT

Tawag	tawag	taw	wag	BOS	si	VERB
si	si	si	si	Tawag	Tatay	DET
Tatay	tatay	tat	tay	si	.	PROPN
.	.	.	.	Tatay	EOS	PUNCT

Mahigko	mahigko	mah	gko	BOS	ang	ADJ
ang	ang	ang	ang	Mahigko	dalan	DET
dalan	dalan	dal	lan	ang	.	NOUN
.	.	.	.	dalan	EOS	PUNCT

Buksan	buksan	buk	san	BOS	ang	VERB
ang	ang	ang	ang	Buksan	bintana	DET
bintana	bintana	bin	ana	ang	.	NOUN
.	.	.	.	bintana	EOS	PUNCT

Malinong	malinong	mal	ong	BOS	ang	ADJ
ang	ang	ang	ang	Malinong	lugar	DET
lugar	lugar	lug	gar	ang	.	NOUN
.	.	.	.	lugar	EOS	PUNCT

Amat-amat	amat-amat	ama	mat	BOS	ang	VERB
ang	ang	ang	ang	Amat-amat	hingudto	DET
hingudto	hingudto	hin	dto	ang	.	NOUN
.	.	.	.	hingudto	EOS	PUNCT

Agwanta	agwanta	agw	nta	BOS	ang	VERB
ang	ang	ang	ang	Agwanta	aros	DET
aros	aros	aro	ros	ang	.	NOUN
.	.	.	.	aros	EOS	PUNCT

Mabasa	mabasa	mab	asa	BOS	ang	ADJ
ang	ang	ang	ang	Mabasa	dinalan	DET
dinalan	dinalan	din	lan	ang	.	NOUN
.	.	.	.	dinalan	EOS	PUNCT

Kasal	kasal	kas	sal	BOS	ang	VERB
ang	ang	ang	ang	Kasal	aroro	DET
aroro	aroro	aro	oro	ang	.	NOUN
.	.	.	.	aroro	EOS	PUNCT

Malaba	malaba	mal	aba	BOS	ang	ADJ
ang	ang	ang	ang	Malaba	barong	DET
barong	barong	bar	ong	ang	.	NOUN
.	.	.	.	barong	EOS	PUNCT

Lantaw	lantaw	lan	taw	BOS	ang	VERB
ang	ang	ang	ang	Lantaw	hukmong	DET
hukmong	hukmong	huk	ong	ang	.	NOUN
.	.	.	.	hukmong	EOS	PUNCT

Bagtik	bagtik	bag	tik	BOS	ang	ADJ
ang	ang	ang	ang	Bagtik	harasharas	DET
harasharas	harasharas	har	ras	ang	.	NOUN
.	.	.	.	harasharas	EOS	PUNCT

Bagtuk	bagtuk	bag	tuk	BOS	ang	ADJ
ang	ang	ang	ang	Bagtuk	balahibo	DET
balahibo	balahibo	bal	ibo	ang	.	NOUN
.	.	.	.	balahibo	EOS	PUNCT

Ampo	ampo	amp	mpo	BOS	ang	VERB
ang	ang	ang	ang	Ampo	galing	DET
galing	galing	gal	ling	ang	.	NOUN
.	.	.	.	galing	EOS	PUNCT

Mataas	mataas	mat	aas	BOS	ang	ADJ
ang	ang	ang	ang	Mataas	himaya	DET
himaya	himaya	him	aya	ang	.	NOUN
.	.	.	.	himaya	EOS	PUNCT

Antus	antus	ant	tus	BOS	ang	VERB
ang	ang	ang	ang	Antus	bangkaw	DET
bangkaw	bangkaw	ban	kaw	ang	.	NOUN
.	.	.	.	bangkaw	EOS	PUNCT

Malain	malain	mal	ain	BOS	ang	ADJ
ang	ang	ang	ang	Malain	alimatok	DET
alimatok	alimatok	ali	tok	ang	.	NOUN
.	.	.	.	alimatok	EOS	PUNCT

Angkon	angkon	ang	kon	BOS	ang	VERB
ang	ang	ang	ang	Angkon	alipugpug	DET
alipugpug	alipugpug	ali	pug	ang	.	NOUN
.	.	.	.	alipugpug	EOS	PUNCT

Mala-in	mala-in	mal	-in	BOS	ang	ADJ
ang	ang	ang	ang	Mala-in	hukay	DET
hukay	hukay	huk	kay	ang	.	NOUN
.	.	.	.	hukay	EOS	PUNCT

Batinggilan	batinggilan	bat	lan	BOS	ang	ADJ
ang	ang	ang	ang	Batinggilan	batid	DET
batid	batid	bat	tid	ang	.	NOUN
.	.	.	.	batid	EOS	PUNCT

Basa	basa	bas	asa	BOS	ang	VERB
ang	ang	ang	ang	Basa	huring-huring	DET
huring-huring	huring-huring	hur	ing	ang	.	NOUN
.	.	.	.	huring-huring	EOS	PUNCT

Bunal	bunal	bun	nal	BOS	ang	VERB
ang	ang	ang	ang	Bunal	bangkay	DET
bangkay	bangkay	ban	kay	ang	.	NOUN
.	.	.	.	bangkay	EOS	PUNCT

Alas	alas	ala	las	BOS	ang	ADJ
ang	ang	ang	ang	Alas	garapon	DET
garapon	garapon	gar	pon	ang	.	NOUN
.	.	.	.	garapon	EOS	PUNCT

Bug-at	bug-at	bug	-at	BOS	ang	ADJ
ang	ang	ang	ang	Bug-at	bagongon	DET
bagongon	bagongon	bag	gon	ang	.	NOUN
.	.	.	.	bagongon	EOS	PUNCT

Buka	buka	buk	uka	BOS	ang	VERB
ang	ang	ang	ang	Buka	bintana	DET
bintana	bintana	bin	ana	ang	.	NOUN
.	.	.	.	bintana	EOS	PUNCT

Hinay	hinay	hin	nay	BOS	ang	ADJ
ang	ang	ang	ang	Hinay	dagami	DET
dagami	dagami	dag	ami	ang	.	NOUN
.	.	.	.	dagami	EOS	PUNCT

Bati	bati	bat	ati	BOS	ang	VERB
ang	ang	ang	ang	Bati	bilas	DET
bilas	bilas	bil	las	ang	.	NOUN
.	.	.	.	bilas	EOS	PUNCT

Buang	buang	bua	ang	BOS	ang	ADJ
ang	ang	ang	ang	Buang	balitaw	DET
balitaw	balitaw	bal	taw	ang	.	NOUN
.	.	.	.	balitaw	EOS	PUNCT

Kuhit	kuhit	kuh	hit	BOS	ang	VERB
ang	ang	ang	ang	Kuhit	banig	DET
banig	banig	ban	nig	ang	.	NOUN
.	.	.	.	banig	EOS	PUNCT

Dayaw	dayaw	day	yaw	BOS	ang	VERB
ang	ang	ang	ang	Dayaw	alimpulos	DET
alimpulos	alimpulos	ali	los	ang	.	NOUN
.	.	.	.	alimpulos	EOS	PUNCT

Buktot	buktot	buk	tot	BOS	ang	ADJ
ang	ang	ang	ang	Buktot	bangil	DET
bangil	bangil	ban	gil	ang	.	NOUN
.	.	.	.	bangil	EOS	PUNCT

Butong	butong	but	ong	BOS	ang	VERB
ang	ang	ang	ang	Butong	baling	DET
baling	baling	bal	ing	ang	.	NOUN
.	.	.	.	baling	EOS	PUNCT

Mahapdi	mahapdi	mah	pdi	BOS	ang	ADJ
ang	ang	ang	ang	Mahapdi	kalag	DET
kalag	kalag	kal	lag	ang	.	NOUN
.	.	.	.	kalag	EOS	PUNCT

Dasig	dasig	das	sig	BOS	ang	ADJ
ang	ang	ang	ang	Dasig	dagway	DET
dagway	dagway	dag	way	ang	.	NOUN
.	.	.	.	dagway	EOS	PUNCT

Bugtaw	bugtaw	bug	taw	BOS	ang	VERB
ang	ang	ang	ang	Bugtaw	baro	DET
baro	baro	bar	aro	ang	.	NOUN
.	.	.	.	baro	EOS	PUNCT

Halong	halong	hal	ong	BOS	ang	VERB
ang	ang	ang	ang	Halong	kalesa	DET
kalesa	kalesa	kal	esa	ang	.	NOUN
.	.	.	.	kalesa	EOS	PUNCT

Dalum	dalum	dal	lum	BOS	ang	ADJ
ang	ang	ang	ang	Dalum	baho	DET
baho	baho	bah	aho	ang	.	NOUN
.	.	.	.	baho	EOS	PUNCT

Hulas	hulas	hul	las	BOS	ang	ADJ
ang	ang	ang	ang	Hulas	bahag	DET
bahag	bahag	bah	hag	ang	.	NOUN
.	.	.	.	bahag	EOS	PUNCT

Bugto	bugto	bug	gto	BOS	ang	VERB
ang	ang	ang	ang	Bugto	kanyugan	DET
kanyugan	kanyugan	kan	gan	ang	.	NOUN
.	.	.	.	kanyugan	EOS	PUNCT

Buhat	buhat	buh	hat	BOS	ang	VERB
ang	ang	ang	ang	Buhat	binalaybay	DET
binalaybay	binalaybay	bin	bay	ang	.	NOUN
.	.	.	.	binalaybay	EOS	PUNCT

Mapula	mapula	map	ula	BOS	ang	ADJ
ang	ang	ang	ang	Mapula	hinuragak	DET
hinuragak	hinuragak	hin	gak	ang	.	NOUN
.	.	.	.	hinuragak	EOS	PUNCT

Butwas	butwas	but	was	BOS	ang	VERB
ang	ang	ang	ang	Butwas	dughan	DET
dughan	dughan	dug	han	ang	.	NOUN
.	.	.	.	dughan	EOS	PUNCT

Ambas	ambas	amb	bas	BOS	ang	ADJ
ang	ang	ang	ang	Ambas	kaugalingon	DET
kaugalingon	kaugalingon	kau	gon	ang	.	NOUN
.	.	.	.	kaugalingon	EOS	PUNCT

Antiyado	antiyado	ant	ado	BOS	ang	ADJ
ang	ang	ang	ang	Antiyado	batiti	DET
batiti	batiti	bat	iti	ang	.	NOUN
.	.	.	.	batiti	EOS	PUNCT

Anaw	anaw	ana	naw	BOS	ang	VERB
ang	ang	ang	ang	Anaw	bugsay	DET
bugsay	bugsay	bug	say	ang	.	NOUN
.	.	.	.	bugsay	EOS	PUNCT

Alas	alas	ala	las	BOS	ang	ADJ
ang	ang	ang	ang	Alas	bato	DET
bato	bato	bat	ato	ang	.	NOUN
.	.	.	.	bato	EOS	PUNCT

Guba	guba	gub	uba	BOS	ang	VERB
ang	ang	ang	ang	Guba	higdaan	DET
higdaan	higdaan	hig	aan	ang	.	NOUN
.	.	.	.	higdaan	EOS	PUNCT

Bunal	bunal	bun	nal	BOS	ang	VERB
ang	ang	ang	ang	Bunal	bunga	DET
bunga	bunga	bun	nga	ang	.	NOUN
.	.	.	.	bunga	EOS	PUNCT

Isog	isog	iso	sog	BOS	ang	ADJ
ang	ang	ang	ang	Isog	apdo	DET
apdo	apdo	apd	pdo	ang	.	NOUN
.	.	.	.	apdo	EOS	PUNCT

Kihad	kihad	kih	had	BOS	ang	VERB
ang	ang	ang	ang	Kihad	alahas	DET
alahas	alahas	ala	has	ang	.	NOUN
.	.	.	.	alahas	EOS	PUNCT

Dungan	dungan	dun	gan	BOS	ang	ADJ
ang	ang	ang	ang	Dungan	bahaw	DET
bahaw	bahaw	bah	haw	ang	.	NOUN
.	.	.	.	bahaw	EOS	PUNCT

Gamay	gamay	gam	may	BOS	ang	ADJ
ang	ang	ang	ang	Gamay	hinabyog	DET
hinabyog	hinabyog	hin	yog	ang	.	NOUN
.	.	.	.	hinabyog	EOS	PUNCT

Antus	antus	ant	tus	BOS	ang	VERB
ang	ang	ang	ang	Antus	bangkaw	DET
bangkaw	bangkaw	ban	kaw	ang	.	NOUN
.	.	.	.	bangkaw	EOS	PUNCT

Dagsa	dagsa	dag	gsa	BOS	ang	VERB
ang	ang	ang	ang	Dagsa	hagdanan	DET
hagdanan	hagdanan	hag	nan	ang	.	NOUN
.	.	.	.	hagdanan	EOS	PUNCT

Bagtik	bagtik	bag	tik	BOS	ang	ADJ
ang	ang	ang	ang	Bagtik	hablon	DET
hablon	hablon	hab	lon	ang	.	NOUN
.	.	.	.	hablon	EOS	PUNCT

Kuhit	kuhit	kuh	hit	BOS	ang	VERB
ang	ang	ang	ang	Kuhit	kalamay	DET
kalamay	kalamay	kal	may	ang	.	NOUN
.	.	.	.	kalamay	EOS	PUNCT

Alisto	alisto	ali	sto	BOS	ang	ADJ
ang	ang	ang	ang	Alisto	kuko	DET
kuko	kuko	kuk	uko	ang	.	NOUN
.	.	.	.	kuko	EOS	PUNCT

Hulat	hulat	hul	lat	BOS	ang	VERB
ang	ang	ang	ang	Hulat	kumpare	DET
kumpare	kumpare	kum	are	ang	.	NOUN
.	.	.	.	kumpare	EOS	PUNCT

Hambal	hambal	ham	bal	BOS	ang	VERB
ang	ang	ang	ang	Hambal	kutsara	DET
kutsara	kutsara	kut	ara	ang	.	NOUN
.	.	.	.	kutsara	EOS	PUNCT

Alas	alas	ala	las	BOS	ang	ADJ
ang	ang	ang	ang	Alas	hibi	DET
hibi	hibi	hib	ibi	ang	.	NOUN
.	.	.	.	hibi	EOS	PUNCT

Halong	halong	hal	ong	BOS	ang	VERB
ang	ang	ang	ang	Halong	higante	DET
higante	higante	hig	nte	ang	.	NOUN
.	.	.	.	higante	EOS	PUNCT

Matinlo	matinlo	mat	nlo	BOS	ang	ADJ
ang	ang	ang	ang	Matinlo	buko	DET
buko	buko	buk	uko	ang	.	NOUN
.	.	.	.	buko	EOS	PUNCT

Gana	gana	gan	ana	BOS	ang	VERB
ang	ang	ang	ang	Gana	balayan	DET
balayan	balayan	bal	yan	ang	.	NOUN
.	.	.	.	balayan	EOS	PUNCT

Hamot	hamot	ham	mot	BOS	ang	ADJ
ang	ang	ang	ang	Hamot	hinablos	DET
hinablos	hinablos	hin	los	ang	.	NOUN
.	.	.	.	hinablos	EOS	PUNCT

Hulag	hulag	hul	lag	BOS	ang	VERB
ang	ang	ang	ang	Hulag	buktot	DET
buktot	buktot	buk	tot	ang	.	NOUN
.	.	.	.	buktot	EOS	PUNCT

Malanit	malanit	mal	nit	BOS	ang	ADJ
ang	ang	ang	ang	Malanit	dapya	DET
dapya	dapya	dap	pya	ang	.	NOUN
.	.	.	.	dapya	EOS	PUNCT

Mahapdi	mahapdi	mah	pdi	BOS	ang	ADJ
ang	ang	ang	ang	Mahapdi	kalibutan	DET
kalibutan	kalibutan	kal	tan	ang	.	NOUN
.	.	.	.	kalibutan	EOS	PUNCT

Bukad	bukad	buk	kad	BOS	ang	VERB
ang	ang	ang	ang	Bukad	dungan	DET
dungan	dungan	dun	gan	ang	.	NOUN
.	.	.	.	dungan	EOS	PUNCT

Bayaw	bayaw	bay	yaw	BOS	ang	VERB
ang	ang	ang	ang	Bayaw	bukol	DET
bukol	bukol	buk	kol	ang	.	NOUN
.	.	.	.	bukol	EOS	PUNCT

Alas	alas	ala	las	BOS	ang	ADJ
ang	ang	ang	ang	Alas	himaya	DET
himaya	himaya	him	aya	ang	.	NOUN
.	.	.	.	himaya	EOS	PUNCT

Habok	habok	hab	bok	BOS	ang	VERB
ang	ang	ang	ang	Habok	kuryente	DET
kuryente	kuryente	kur	nte	ang	.	NOUN
.	.	.	.	kuryente	EOS	PUNCT

Maalam	maalam	maa	lam	BOS	ang	ADJ
ang	ang	ang	ang	Maalam	hinulsol	DET
hinulsol	hinulsol	hin	sol	ang	.	NOUN
.	.	.	.	hinulsol	EOS	PUNCT

Ambas	ambas	amb	bas	BOS	ang	ADJ
